Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL383112,,436.0,1.0,6.31,CN(C)CCOc1ccc(/C(=C(/CCCCl)c2ccccc2)c2ccc(O)cc2)cc1,IC50,'=',100.0,nM,7.0,16.06,0.31,0.69,21.41,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149464,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,0.1
CHEMBL4744529,,530.54,1.0,5.99,CN1CCC[C@@H]1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl.Cl,IC50,'=',784.0,nM,6.11,13.34,0.25,0.12,11.54,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4680094,1,Scientific Literature,J Med Chem,2016.0,,TIME = 1.0 hr,BINDING AGENT,,784
CHEMBL246138,,302.46,0.0,3.84,C=C[C@]12CC[C@H](O)CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',2240.0,nM,5.65,18.68,0.35,1.81,13.96,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140529,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,2240.0
CHEMBL249700,,286.46,0.0,4.87,C=C1C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,IC50,'=',640.0,nM,6.19,21.62,0.4,1.32,30.62,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140529,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,640.0
CHEMBL440283,ANDROSTENEDIOL,290.45,0.0,3.67,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,IC50,'=',180.0,nM,6.75,23.22,0.44,3.07,16.67,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140529,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,180.0
CHEMBL249903,,312.5,1.0,5.42,C=C[C@]12CCC(CC)=CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',3110.0,nM,5.51,17.62,0.33,0.09,27.22,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140529,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,3110.0
CHEMBL433581,,459.59,1.0,5.84,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',1.3,nM,8.89,19.33,0.36,3.05,14.3,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142044,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1.3
CHEMBL180973,,569.08,2.0,6.83,O=C(c1ccc(N2CCN(C(=O)c3ccccc3Cl)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',1.72,nM,8.76,15.4,0.3,1.93,10.81,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141904,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1.72
CHEMBL396947,,305.29,0.0,3.05,O=C1c2ccc(O)cc2C(=O)N1c1cccc2c(O)cccc12,IC50,'=',802.0,nM,6.1,19.97,0.36,3.05,7.83,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146264,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,802.0
CHEMBL276030,,239.23,0.0,2.19,O=C1c2ccc(O)cc2C(=O)N1c1ccccc1,IC50,'=',2700.0,nM,5.57,23.28,0.42,3.38,9.67,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146264,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,2700.0
CHEMBL35204,,362.34,0.0,4.37,O=c1c(-c2ccc(O)cc2)c(Oc2ccc(O)cc2)oc2cc(O)ccc12,EC50,'=',1740.0,nM,5.76,15.9,0.29,1.39,5.75,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136709,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,1.74
CHEMBL489585,,452.55,1.0,7.84,CCCCCc1cc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,Ki,'=',2.0,nM,8.7,19.22,0.35,0.86,13.03,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144155,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,,,,,2.0
CHEMBL4243758,,1396.62,,,CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@]1(C)CCC/C=C\CCC[C@@](C)(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(C)C)NC1=O,IC50,'=',760.0,nM,6.12,4.38,,,,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4229451,1,Scientific Literature,Bioorg Med Chem Lett,2018.0,,,,,760.0
CHEMBL4175085,,471.6,1.0,6.27,CC1=C(c2cccc(O)c2)C(c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)Oc2ccc(O)cc21,IC50,'=',5.1,nM,8.29,17.58,0.32,2.02,13.34,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4145684,1,Scientific Literature,J Med Chem,2018.0,,,,,5.1
CHEMBL434346,,471.65,1.0,5.48,CN(C)c1cccc(N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCCC3)cc2)c1,IC50,'=',19.82,nM,7.7,16.33,0.3,2.22,19.66,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141983,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1703
CHEMBL209851,,335.24,0.0,4.59,CCCCC12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,IC50,'=',141.0,nM,6.85,20.44,0.47,2.26,18.37,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146005,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,141.0
CHEMBL198914,,456.59,1.0,5.8,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CC[C@@H](C)C3)cc2)c2ccc(O)cc12,IC50,'=',0.5,nM,9.3,20.37,0.37,3.5,16.08,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141200,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.5
CHEMBL198410,,289.69,0.0,4.11,Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(Cl)c2c1,IC50,'=',246.0,nM,6.61,22.81,0.45,2.5,12.39,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140390,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,246.0
CHEMBL198088,,352.13,0.0,4.35,Oc1ccc2nc(-c3cc(F)c(O)c(F)c3)cc(Br)c2c1,IC50,'=',783.0,nM,6.11,17.34,0.4,1.76,11.45,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140390,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,783.0
CHEMBL214207,,453.58,1.0,5.39,CN(C)CCOc1ccc(C2=C3c4ccc(O)cc4CC3(Cc3ccccc3)CCC2=O)cc1,IC50,'=',40.0,nM,7.4,16.31,0.3,2.01,14.86,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149487,1,Scientific Literature,J Med Chem,2006.0,,,,,40.0
CHEMBL1447311,,437.57,0.0,3.53,CN(C)S(=O)(=O)N(CC(=O)N(Cc1ccccc1)Cc1ccccc1)c1ccccc1,IC50,'=',24910.74,nM,4.6,10.52,0.2,1.07,7.56,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,24.91074
CHEMBL385949,,281.36,0.0,3.44,CCC1=C2c3ccc4[nH]nnc4c3C[C@]2(CC)CCC1=O,IC50,'=',647.0,nM,6.19,22.0,0.4,2.75,10.55,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146919,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,647.0
CHEMBL211599,,214.26,0.0,2.7,CC12CCC(=O)C=C1c1ccc(O)cc1C2,IC50,'=',4245.0,nM,5.37,25.07,0.46,2.67,14.4,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138102,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,4245.0
CHEMBL195371,,470.64,1.0,7.02,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,IC50,'=',18.0,nM,7.75,16.46,0.31,0.72,20.58,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139599,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,18.0
CHEMBL264216,,486.64,1.0,6.72,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,IC50,'=',3.34,nM,8.48,17.42,0.33,1.76,14.65,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139599,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,3.34
CHEMBL370282,,474.58,1.0,5.18,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCOCC4)cc3)c21,IC50,'=',10.0,nM,8.0,16.86,0.32,2.82,11.92,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139599,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,10.0
CHEMBL178470,,459.59,1.0,5.98,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',1.4,nM,8.85,19.26,0.36,2.87,14.24,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142044,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1.4
CHEMBL81,RALOXIFENE,473.59,1.0,6.08,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Ki,'=',0.4,nM,9.4,19.84,0.38,3.32,13.43,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136521,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,0.4
CHEMBL1482201,,437.45,0.0,2.95,COC(=O)C1=C(O)/C(=C\c2ccc(CNC(=O)C(=O)Nc3ccc(C)c(C)c3)o2)N=C1C,IC50,'=',19602.37,nM,4.71,10.76,0.2,1.76,3.61,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,19.60237
CHEMBL1411687,,412.22,1.0,5.04,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1cncc(Br)c1,IC50,'=',15507.52,nM,4.81,11.67,0.25,-0.23,7.07,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,15.50752
CHEMBL1372307,,320.35,0.0,3.81,CCOc1cccc2cc(-c3cn4cc(C)ccc4n3)c(=O)oc12,IC50,'=',3818.74,nM,5.42,16.91,0.31,1.61,9.55,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,3.81874
CHEMBL1587260,,402.44,0.0,1.69,COc1ccc(C)cc1-n1nnnc1SCC(=O)NC(=O)NCc1ccco1,IC50,'=',9477.83,nM,5.02,12.48,0.25,3.33,4.05,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,9.47783
CHEMBL1367590,,454.5,0.0,2.5,O=C(COC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1)NCc1ccco1,IC50,'=',24961.21,nM,4.6,10.13,0.2,2.1,4.35,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,24.96121
CHEMBL51483,GOSSYPOL,518.56,3.0,6.38,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,IC50,'=',2551.34,nM,5.59,10.79,0.2,-0.79,3.6,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,2.55134
CHEMBL1368345,,303.31,0.0,1.91,O=C(COC(=O)CCOc1ccccc1)NCc1ccco1,IC50,'=',16615.25,nM,4.78,15.76,0.3,2.87,6.15,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,16.61525
CHEMBL3589350,,607.68,2.0,5.32,O=C(O)CCCCCCC(=O)Nc1cccc(OS(=O)(=O)C2CC3OC2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)c1,Ki,'=',56.57,nM,7.25,11.93,0.23,1.93,4.54,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3588800,1,Scientific Literature,J Med Chem,2015.0,,,,,56.57
CHEMBL3589362,,626.13,2.0,6.27,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccc(Cl)cc4)C2O3)cc1,Ki,'=',126.02,nM,6.9,11.02,0.22,0.63,4.96,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3588800,1,Scientific Literature,J Med Chem,2015.0,,,,,126.02
CHEMBL3589365,,659.68,2.0,6.63,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccccc4C(F)(F)F)C2O3)cc1,Ki,'=',3875.0,nM,5.41,8.2,0.16,-1.22,3.89,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3588800,1,Scientific Literature,J Med Chem,2015.0,,,,,3875.0
CHEMBL3589367,,641.74,2.0,6.77,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4cccc5ccccc45)C2O3)cc1,Ki,'=',121.57,nM,6.92,10.78,0.21,0.15,4.97,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3588800,1,Scientific Literature,J Med Chem,2015.0,,,,,121.57
CHEMBL3586191,,499.74,1.0,8.87,CCCCCCCCCCNCCOc1ccc(/C(=C(/CC)c2ccccc2)c2ccc(O)cc2)cc1,IC50,'=',3.6,nM,8.44,16.9,0.31,-0.43,20.35,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3585304,1,Scientific Literature,Bioorg Med Chem,2015.0,,,,,3.6
CHEMBL3098274,,527.79,2.0,9.65,CCCCCCCCCCCCNCCOc1ccc(/C(=C(/CC)c2ccccc2)c2ccc(O)cc2)cc1,IC50,'=',14.0,nM,7.85,14.88,0.28,-1.8,18.93,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3585304,1,Scientific Literature,Bioorg Med Chem,2015.0,,,,,14.0
CHEMBL3427414,,416.4,1.0,5.8,Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O,IC50,'=',72.0,nM,7.14,17.15,0.31,1.34,9.31,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3425438,1,Scientific Literature,J Med Chem,2015.0,,,,,72
CHEMBL3427415,,482.41,1.0,6.56,Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O,IC50,'=',15.0,nM,7.82,16.22,0.31,1.26,9.1,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3425438,1,Scientific Literature,J Med Chem,2015.0,,,,,15
CHEMBL192587,,347.16,0.0,3.57,COc1cc(O)cc2c1C(Br)=C(c1ccc(O)cc1)C2=O,IC50,'=',200.0,nM,6.7,19.3,0.44,3.13,10.03,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139570,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,200.0
CHEMBL196131,,472.61,1.0,6.33,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCC4)cc3)c21,IC50,'=',2.84,nM,8.55,18.08,0.34,2.22,14.77,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139599,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,2.84
CHEMBL4760508,,844.09,2.0,6.79,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(CCN4CCC5(CC4)CCN(c4ccc6c(c4)CN(C4CCC(=O)NC4=O)C6=O)CC5)CC3)nc2)N1CC(C)(C)F,IC50,'=',1.2,nM,8.92,10.57,0.2,2.13,7.37,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665908,1,Scientific Literature,ACS Med Chem Lett,2020.0,,TIME = 0.25 hr,DEGRADER,,1.2
CHEMBL56198,,458.6,1.0,5.66,Oc1ccc(C2CCc3cc(O)ccc3N2Cc2ccc(OCCN3CCCCC3)cc2)cc1,Ki,'=',0.6,nM,9.22,20.11,0.37,3.56,16.42,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136521,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,0.6
CHEMBL3586195,,517.73,2.0,8.82,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNCCCCCCCCCCF)cc1)c1ccccc1,IC50,'=',3.4,nM,8.47,16.36,0.3,-0.35,20.41,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3585304,1,Scientific Literature,Bioorg Med Chem,2015.0,,,,,3.4
CHEMBL198445,,279.27,0.0,3.43,C#Cc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,IC50,'=',1309.0,nM,5.88,21.07,0.38,2.45,11.03,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140390,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1309.0
CHEMBL372304,,267.28,0.0,3.32,COc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,IC50,'=',6630.0,nM,5.18,19.37,0.35,1.86,8.27,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140390,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,6630.0
